repository_name,repository_language
groovy/groovy-android-gradle-plugin,GROOVY
researchgate/gradle-release,GROOVY
qq549631030/AndroidJunkCode,GROOVY
marcelbirkner/docker-ci-tool-stack,GROOVY
geerlingguy/ansible-role-jenkins,GROOVY
dorongold/gradle-task-tree,GROOVY
chenenyu/img-optimizer-gradle-plugin,GROOVY
airbnb/okreplay,GROOVY
gogradle/gogradle,GROOVY
radarsh/gradle-test-logger-plugin,GROOVY
PrototypeZ/AppJoint,GROOVY
spockframework/spock-example,GROOVY
zzz40500/Tinker_imitator,GROOVY
palantir/gradle-docker,GROOVY
marcoRS/lint-cleaner-plugin,GROOVY
kdabir/awesome-groovy,GROOVY
hydraxman/hibeaver,GROOVY
nebula-plugins/gradle-lint-plugin,GROOVY
ultraq/thymeleaf-layout-dialect,GROOVY
eleme/Mess,GROOVY
cloudbees/jenkins-scripts,GROOVY
akhikhl/gretty,GROOVY
ihub-pub/plugins,GROOVY
docToolchain/docToolchain,GROOVY
Transmode/gradle-docker,GROOVY
pledbrook/lazybones,GROOVY
melix/jmh-gradle-plugin,GROOVY
ajoberstar/gradle-git,GROOVY
node-gradle/gradle-node-plugin,GROOVY
arturdm/jacoco-android-gradle-plugin,GROOVY
jenkinsci/pipeline-model-definition-plugin,GROOVY
nubenetes/awesome-kubernetes,GROOVY
krlaframboise/SmartThings,GROOVY
fizzed/font-mfizz,GROOVY
bmuschko/gradle-tomcat-plugin,GROOVY
mkuchin/docker-registry-web,GROOVY
allegro/axion-release-plugin,GROOVY
openboxes/openboxes,GROOVY
pongasoft/glu,GROOVY
brown-uk/dict_uk,GROOVY
ajoberstar/grgit,GROOVY
etiennestuder/gradle-jooq-plugin,GROOVY
betamaxteam/betamax,GROOVY
UCodeUStory/GradlePluginDevelop,GROOVY
openbakery/gradle-xcodePlugin,GROOVY
dqzboy/DevOps,GROOVY
gradle/android-cache-fix-gradle-plugin,GROOVY
grails/grails,GROOVY
fabiomsr/drawable-optimizer,GROOVY
sheehan/job-dsl-gradle-example,GROOVY
fabric8io/fabric8-pipeline-library,GROOVY
samrocketman/jenkins-script-console-scripts,GROOVY
robolectric/robolectric-gradle-plugin,GROOVY
spinnaker/clouddriver,GROOVY
jvoegele/gradle-android-plugin,GROOVY
novoda/gradle-static-analysis-plugin,GROOVY
hierynomus/license-gradle-plugin,GROOVY
jwagenleitner/groovy-wslite,GROOVY
vanniktech/gradle-android-junit-jacoco-plugin,GROOVY
avast/gradle-docker-compose-plugin,GROOVY
tonesto7/nest-manager,GROOVY
Goddchen/Android-Gradle-Examples,GROOVY
Tangpj/calces-gradle-plugin,GROOVY
JeremyLiao/android-gradle-study,GROOVY
stjohnjohnson/smartthings-mqtt-bridge,GROOVY
konifar/gradle-unused-resources-remover-plugin,GROOVY
embeddedartistry/templates,GROOVY
jaredsburrows/gradle-license-plugin,GROOVY
nebula-plugins/gradle-ospackage-plugin,GROOVY
takipi/java-bullshifier,GROOVY
novoda/gradle-android-command-plugin,GROOVY
jfrog/artifactory-user-plugins,GROOVY
sshoogr/sshoogr,GROOVY
stanfy/spoon-gradle-plugin,GROOVY
beryx/badass-jlink-plugin,GROOVY
saturday06/gradle-android-scala-plugin,GROOVY
JCAndKSolutions/android-unit-test,GROOVY
rackerlabs/repose,GROOVY
Mobbeel/fataar-gradle-plugin,GROOVY
dependency-check/dependency-check-gradle,GROOVY
dennyzhang/cheatsheet-jenkins-groovy-A4,GROOVY
wupdigital/android-maven-publish,GROOVY
samrocketman/jenkins-bootstrap-shared,GROOVY
townsfolk/gradle-templates,GROOVY
NationalSecurityAgency/skills-service,GROOVY
vigidroid/fat-aar-plugin,GROOVY
int128/gradle-ssh-plugin,GROOVY
jdereg/json-io,GROOVY
lingochamp/okcheck,GROOVY
n0mer/gradle-git-properties,GROOVY
tbroyer/gradle-apt-plugin,GROOVY
CodeNarc/CodeNarc,GROOVY
codersaur/SmartThings,GROOVY
bmuschko/gradle-nexus-plugin,GROOVY
nebula-plugins/gradle-dependency-lock-plugin,GROOVY
gradle-dependency-analyze/gradle-dependency-analyze,GROOVY
int128/gradle-swagger-generator-plugin,GROOVY
ICTO/ansible-jenkins,GROOVY
TheBoegl/gradle-launch4j,GROOVY
jk1/Gradle-License-Report,GROOVY
fabric8io/jenkins-pipeline-library,GROOVY
jasonross/NuwaGradle,GROOVY
asciidoctor/asciidoctor-gradle-plugin,GROOVY
craftercms/craftercms,GROOVY
jenkins-infra/pipeline-library,GROOVY
renatoathaydes/spock-reports,GROOVY
samrocketman/jervis,GROOVY
FrantisekGazo/Blade,GROOVY
noveogroup/android-check,GROOVY
gladed/gradle-android-git-version,GROOVY
moqui/moqui-framework,GROOVY
allegro/json-avro-converter,GROOVY
kkapelon/java-testing-with-spock,GROOVY
nadavc/groovykoans,GROOVY
ansible-ThoTeam/nexus3-oss,GROOVY
Blankj/AucFrameTemplate,GROOVY
kt3k/coveralls-gradle-plugin,GROOVY
bmuschko/gradle-cargo-plugin,GROOVY
jmartinesp/SwissKnife,GROOVY
grails/grails-spring-security-core,GROOVY
icescrum/iceScrum,GROOVY
danvega/apache-groovy-course,GROOVY
DSAppTeam/ComponentCornerstone,GROOVY
odavid/my-bloody-jenkins,GROOVY
a4refillpad/Xiaomi,GROOVY
okjsp/okky,GROOVY
GoogleCloudPlatform/gradle-appengine-plugin,GROOVY
GPars/GPars,GROOVY
spinnaker/orca,GROOVY
hust201010701/CheckResourceConflict,GROOVY
DTeam-Top/dgate,GROOVY
signalapp/gradle-witness,GROOVY
EastWoodYang/Gradle-Repo,GROOVY
frontlinesms/frontlinesms2,GROOVY
meituan/RoboAspectJ,GROOVY
ady624/CoRE,GROOVY
filebot/scripts,GROOVY
gaelyk/gaelyk,GROOVY
chiquitinxx/grooscript,GROOVY
ssadedin/bpipe,GROOVY
EastWoodYang/MicroModule,GROOVY
rholder/gradle-one-jar,GROOVY
spring-attic/platform,GROOVY
JetBrains/gradle-idea-ext-plugin,GROOVY
grails/grails-data-mapping,GROOVY
nebula-plugins/nebula-release-plugin,GROOVY
d10xa/holidays-calendar,GROOVY
ethayer/lock-manager,GROOVY
wcm-io-devops/jenkins-pipeline-library,GROOVY
fison67/mi_connector,GROOVY
4finance/micro-infra-spring,GROOVY
AghilasMessara/android-native-dependencies,GROOVY
hoto/jenkinsfile-examples,GROOVY
geb/geb-example-gradle,GROOVY
grails/grails-spring-security-rest,GROOVY
groovyfx-project/groovyfx,GROOVY
grails/grails-doc,GROOVY
statusbits/smartthings,GROOVY
Wolox/wolox-ci,GROOVY
nemerosa/versioning,GROOVY
entagen/jenkins-build-per-branch,GROOVY
Dierk/GroovyInAction,GROOVY
zzhoujay/Gank4Android,GROOVY
szpak/gradle-pitest-plugin,GROOVY
bingoogolapple/AppInit,GROOVY
fabric8io/fabric8-jenkinsfile-library,GROOVY
stevesaliman/gradle-properties-plugin,GROOVY
docker-archive/jenkins-pipeline-scripts,GROOVY
gradle/test-retry-gradle-plugin,GROOVY
ExpediaGroup/jenkins-spock,GROOVY
x2on/gradle-hockeyapp-plugin,GROOVY
poiati/gmongo,GROOVY
sherter/google-java-format-gradle-plugin,GROOVY
zlatinb/muwire,GROOVY
franzbecker/gradle-lombok,GROOVY
musketyr/gradle-fatjar-plugin,GROOVY
edx/jenkins-configuration,GROOVY
kousen/Making-Java-Groovy,GROOVY
savvasdalkitsis/module-dependency-graph,GROOVY
Codearte/gradle-nexus-staging-plugin,GROOVY
rdk/p2rank,GROOVY
rahulsom/lgtmin,GROOVY
jdereg/n-cube,GROOVY
mfuerstenau/gradle-buildconfig-plugin,GROOVY
dinuscxj/ClassPlugin,GROOVY
dalalv/jenkinsfiles,GROOVY
hayderimran7/useful-jenkins-groovy-init-scripts,GROOVY
kobo/gaiden,GROOVY
oleg-nenashev/demo-jenkins-config-as-code,GROOVY
platan/idea-gradle-dependencies-formatter,GROOVY
fengzhizi715/AnalysisApp,GROOVY
lkishalmi/gradle-gatling-plugin,GROOVY
yanbober/android-build-filter-gradle-plugin,GROOVY
Genymobile/genymotion-gradle-plugin,GROOVY
spotbugs/spotbugs-gradle-plugin,GROOVY
ReactiveX/RxGroovy,GROOVY
grails-samples/grails-website,GROOVY
danielnaber/openthesaurus,GROOVY
sysgears/grain,GROOVY
olea/lemarios,GROOVY
hubitat/HubitatPublic,GROOVY
beryx/badass-runtime-plugin,GROOVY
square/wire-gradle-plugin,GROOVY
bat-cha/gradle-plugin-git-dependencies,GROOVY
ppazos/cabolabs-ehrserver,GROOVY
robfletcher/twitter-bootstrap-scaffolding,GROOVY
akhikhl/wuff,GROOVY
Accenture/adop-jenkins,GROOVY
LianjiaTech/gson-plugin,GROOVY
carlospaulino/parrot,GROOVY
EastWoodYang/Mis,GROOVY
jgitver/jgitver-maven-plugin,GROOVY
griddynamics/mpl,GROOVY
macg33zr/pipelineUnit,GROOVY
repaint-io/maven-tiles,GROOVY
Netflix-Skunkworks/zerotocloud,GROOVY
ewerk/gradle-plugins,GROOVY
zeyangli/jenkinslibrary,GROOVY
dcmeglio/hubitat-packagemanager,GROOVY
grails/grails-gradle-plugin-archived,GROOVY
EqualExperts/Tayra,GROOVY
Praqma/JenkinsAsCodeReference,GROOVY
camiloribeiro/cdeasy,GROOVY
jfrog/artifactory-scripts,GROOVY
spinnaker/igor,GROOVY
yracine/device-type.myecobee,GROOVY
xujiaao/AARLinkSources,GROOVY
pengxurui/EasyPrivacy,GROOVY
spring-projects/gradle-plugins,GROOVY
SymmetricDevs/Supersymmetry,GROOVY
j2objc-contrib/j2objc-gradle,GROOVY
xlson/groovycsv,GROOVY
nebula-plugins/gradle-extra-configurations-plugin,GROOVY
bentolor/idea-cli-inspector,GROOVY
kordamp/kordamp-gradle-plugins,GROOVY
hamsterksu/android-appversion-gradle-plugin,GROOVY
seqeralabs/nf-tower,GROOVY
akonior/icon-version,GROOVY
cpdroid/fat-aar,GROOVY
OmniLayer/OmniJ,GROOVY
thymeleaf/thymeleaf-extras-eclipse-plugin,GROOVY
chemouna/frame-gradle-plugin,GROOVY
xvik/gradle-quality-plugin,GROOVY
jessfraz/jenkins-dsl,GROOVY
GradleFx/GradleFx,GROOVY
ChaitanyaPramod/findbugs-android,GROOVY
mmalohlava/gradle-visteg,GROOVY
ksoichiro/gradle-eclipse-aar-plugin,GROOVY
cloudogu/gitops-playground,GROOVY
vgaidarji/ci-matters,GROOVY
firstBitMarksistskaya/jenkins-lib,GROOVY
uber-archive/infer-plugin,GROOVY
mschuchard/jenkins-devops-libs,GROOVY
iteratec/OpenSpeedMonitor,GROOVY
muhlba91/icloud-caldav-urls,GROOVY
TWCable/grabbit,GROOVY
jaredsburrows/gradle-spoon-plugin,GROOVY
LiewJunTung/Android-strings-xml-csv-converter,GROOVY
ghale/gradle-jenkins-plugin,GROOVY
jbaruch/maven2gradle,GROOVY
cfpb/jenkins-automation,GROOVY
dkandalov/code-history-mining,GROOVY
jrasell/nomadfiles,GROOVY
spinnaker/gate,GROOVY
johndevs/gradle-vaadin-plugin,GROOVY
antigenomics/vdjdb-db,GROOVY
bluepapa32/gradle-watch-plugin,GROOVY
GMOD/Apollo,GROOVY
melix/gr8confagenda,GROOVY
linkedin/linkedin-gradle-plugin-for-apache-hadoop,GROOVY
cezarykluczynski/stapi,GROOVY
mikessh/vdjtools,GROOVY
znyang/library-analysis,GROOVY
darinpope/github-api-global-lib,GROOVY
stevesaliman/gradle-cobertura-plugin,GROOVY
aitsuki/HotFix,GROOVY
seiginonakama/ResPkgRemaker,GROOVY
ogiewon/Hubitat,GROOVY
castorflex/PlayServicesStrip-plugin,GROOVY
kageiit/gradle-robojava-plugin,GROOVY
paveldudka/JacocoEverywhere,GROOVY
dpjanes/iotdb-smartthings,GROOVY
katalon-studio/docker-images,GROOVY
novoda/gradle-build-properties-plugin,GROOVY
patrikerdes/gradle-use-latest-versions-plugin,GROOVY
int128/groovy-ssh,GROOVY
jenkinsci/jira-trigger-plugin,GROOVY
eXsio/querydsl-entityql,GROOVY
infrastructor/infrastructor,GROOVY
savoirfairelinux/ansible-nexus3-oss,GROOVY
smartthings-users/device-type.nest,GROOVY
SANdood/Ecobee-Suite,GROOVY
ratpack/example-books,GROOVY
KingKingDu/ImgCompressPlugin,GROOVY
koral--/android-gradle-localization-plugin,GROOVY
redloro/smartthings,GROOVY
pstuart/Generic-Video-Camera,GROOVY
jonathanhood/gradle-plugin-example,GROOVY
tonesto7/echo-speaks,GROOVY
allegro/handlebars-spring-boot-starter,GROOVY
luckybilly/AndAOP,GROOVY
smart-on-fhir/api-server,GROOVY
mailru/jira-scripts,GROOVY
Flipboard/psync,GROOVY
jenkinsci/build-flow-plugin,GROOVY
alexvasilkov/GradleAndroidSignPlugin,GROOVY
politie/pipeline-library,GROOVY
dhelleberg/android-scripts,GROOVY
InovelliUSA/Hubitat,GROOVY
brown-uk/corpus,GROOVY
Itiviti/gradle-msbuild-plugin,GROOVY
jsconstantelos/jcdevhandlers,GROOVY
castorflex/manifestreplace-plugin,GROOVY
gesellix/docker-client,GROOVY
SmartThingsUle/DLNA-PLAYER,GROOVY
tmiyamon/gradle-config,GROOVY
Codearte/accurest,GROOVY
palantir/gradle-jacoco-coverage,GROOVY
jcgay/maven-profiler,GROOVY
kobo/groovyserv,GROOVY
tomasbjerre/jenkins-configuration-as-code-sandbox,GROOVY
DaveGut/DEPRECATED-TP-Link-SmartThings,GROOVY
webdevwilson/graffiti,GROOVY
docker-library/oi-janky-groovy,GROOVY
alexvasilkov/GradleGitDependenciesPlugin,GROOVY
gigaSproule/swagger-gradle-plugin,GROOVY
cvitter/jenkins-pipeline-examples,GROOVY
renatoathaydes/Automaton,GROOVY
panpf/bintray-publish,GROOVY
Mirantis/pipeline-library,GROOVY
grails/grails-database-migration,GROOVY
meili/WebpConvert_Gradle_Plugin,GROOVY
tkrzeminski/jenkins-groovy-scripts,GROOVY
semestry/gradle-aspectj,GROOVY
pszymczyk/embedded-consul,GROOVY
nebula-plugins/nebula-publishing-plugin,GROOVY
craigburke/document-builder,GROOVY
ssadedin/bazam,GROOVY
kimichen13/mybatis-generator-plugin,GROOVY
testfairy/testfairy-gradle-plugin,GROOVY
llew2011/BytecodeFixer,GROOVY
copy-ninja/SmartThings_MyQ,GROOVY
AgileWorksOrg/elasticsearch-river-csv,GROOVY
gradlex-org/build-parameters,GROOVY
Bijnagte/spock-genesis,GROOVY
crotwell/gradle-macappbundle,GROOVY
BreadMoirai/github-release-gradle-plugin,GROOVY
mbteswedenab/gretty,GROOVY
viswaramamoorthy/gradle-util-plugins,GROOVY
jruby-gradle/jruby-gradle-plugin,GROOVY
bmustiata/jenny,GROOVY
arteme/gradle-trust-all,GROOVY
mukeshsolanki/android-proguard-rules,GROOVY
Sunzxyong/ApiInspect,GROOVY
sheehan/job-dsl-playground,GROOVY
daniellansun/groovy-parser,GROOVY
tschulte/gradle-semantic-release-plugin,GROOVY
craigburke/client-dependencies-gradle,GROOVY
nebula-plugins/nebula-project-plugin,GROOVY
membrane/soa-model,GROOVY
SpongePowered/MixinGradle,GROOVY
spinnaker/rosco,GROOVY
comquent/imperative-when,GROOVY
peacepassion/ButterMess,GROOVY
tlberglund/groovy-liquibase,GROOVY
dotnet/dotnet-ci,GROOVY
vivin/gradle-semantic-build-versioning,GROOVY
hotchemi/gradle-proguard-plugin,GROOVY
4finance/boot-microservice,GROOVY
mdietrichstein/gradle-offline-dependencies-plugin,GROOVY
hongtat/tasmota-connect,GROOVY
tutorialworks/pipeline-library-demo,GROOVY
vanniktech/gradle-android-apk-size-plugin,GROOVY
8x8Cloud/swagger2raml,GROOVY
blebson/DLink-Camera-Manager,GROOVY
grails-fields-plugin/grails-fields,GROOVY
DeployGate/gradle-deploygate-plugin,GROOVY
MichaelStruck/SmartThings,GROOVY
dodocat/pgyer,GROOVY
DexPatcher/dexpatcher-gradle,GROOVY
fabric8io/jenkins-docker,GROOVY
vfarcic/ms-lifecycle,GROOVY
JackyAndroid/PeaPod,GROOVY
buildit/jenkins-pipeline-libraries,GROOVY
boozallen/sdp-libraries,GROOVY
SmartThingsCommunity/Code,GROOVY
likelet/LncPipe,GROOVY
kdabir/gstorm,GROOVY
kohsuke/youdebug,GROOVY
plantuml-stdlib/cicon-plantuml-sprites,GROOVY
gradlex-org/extra-java-module-info,GROOVY
rockerhieu/Versionberg,GROOVY
kaleidos/grails-postgresql-extensions,GROOVY
Ticketfly/jenkins-docker-examples,GROOVY
stempler/bnd-platform,GROOVY
danthegoodman/gradle-capsule-plugin,GROOVY
groovy/groovy-website,GROOVY
gesellix/gradle-docker-plugin,GROOVY
bertramdev/grails-asset-pipeline,GROOVY
JcMinarro/ProperDroid,GROOVY
riiid/gradle-github-plugin,GROOVY
fison67/LG-Connector,GROOVY
ksemaev/project_template,GROOVY
saymagic/Daffodil,GROOVY
okta/okta-jwt-verifier-java,GROOVY
vRallev/jarjar-gradle,GROOVY
PredixDev/predix-rmd-ref-app,GROOVY
RobertFischer/gradle-plugins,GROOVY
open2c/distiller-nf,GROOVY
pstuart/smartthings-ps,GROOVY
grails-plugins/grails-quartz,GROOVY
longwa/build-test-data,GROOVY
bmuschko/gradle-clover-plugin,GROOVY
yuebinyun/debug-badge,GROOVY
tmiyamon/gradle-mdicons,GROOVY
grails/grails-redis,GROOVY
sheehan/grails-console,GROOVY
pledbrook/graina,GROOVY
moqui/PopCommerce,GROOVY
sparxsys/ScriptRunner-Scripts,GROOVY
4finance/uptodate-gradle-plugin,GROOVY
cloudogu/ces-build-lib,GROOVY
timyates/groovy-common-extensions,GROOVY
swisscom/open-service-broker,GROOVY
maiflai/gradle-scalatest,GROOVY
kousen/AdvancedGroovy,GROOVY
grails-samples/grailstwitter,GROOVY
malmstein/testingarchitecture,GROOVY
cirulls/hands-on-jenkins,GROOVY
grails/grails-spring-security-ui,GROOVY
Jween/android-soexcluder,GROOVY
kordamp/markdown-gradle-plugin,GROOVY
veeceeoh/xiaomi-hubitat,GROOVY
textmate/groovy.tmbundle,GROOVY
nebula-plugins/nebula-dependency-recommender-plugin,GROOVY
cytomine/Cytomine-core,GROOVY
cjudd/groovy_koans,GROOVY
mente/facebook-api-android-aar,GROOVY
marklogic/ml-gradle,GROOVY
iReaderAndroid/PatchPluginForZeus,GROOVY
brown-uk/nlp_uk,GROOVY
mkobit/jenkins-pipeline-shared-library-example,GROOVY
ren93/initiator,GROOVY
howardpang/androidNativeBundle,GROOVY
mperry/functionalgroovy,GROOVY
xvik/gradle-use-python-plugin,GROOVY
snyk-labs/snyk-cicd-integration-examples,GROOVY
Adobe-Consulting-Services/lazybones-aem-templates,GROOVY
aperepel/nifi-api-deploy,GROOVY
lachie83/jenkins-pipeline,GROOVY
elbuo8/platzi-scripts,GROOVY
opendevstack/ods-jenkins-shared-library,GROOVY
springframeworkguru/spring-cloud-contract-oa3,GROOVY
devtail/jenkins-as-code,GROOVY
pschneider-manzell/grails-spock-examples,GROOVY
boozallen/jenkins-templating-engine,GROOVY
grails-plugins/grails-rest-client-builder,GROOVY
revolut-engineering/jooq-plugin,GROOVY
Netflix/glisten,GROOVY
SAP/cloud-s4-sdk-pipeline,GROOVY
CoXier/AppMethodTracking,GROOVY
splatte/gradle-android-appiconoverlay,GROOVY
OneSignal/OneSignal-Gradle-Plugin,GROOVY
bmuschko/gradle-gae-plugin,GROOVY
edvaldeysteinsson/IKEA-Tradfri,GROOVY
grails/gorm-mongodb,GROOVY
promeG/android-multi-channel-tool,GROOVY
manheim/terraform-pipeline,GROOVY
GradleUp/static-analysis-plugin,GROOVY
tonesto7/st-community-installer,GROOVY
easilycoder/EasyDependency,GROOVY
etiennestuder/gradle-plugindev-plugin,GROOVY
uncdubdiver/smartthings-govee-led-lights,GROOVY
bluesoft/pronto-agile,GROOVY
aim42/htmlSanityCheck,GROOVY
micronaut-projects/micronaut-profiles,GROOVY
gravitee-io/issues,GROOVY
bmuschko/gradle-izpack-plugin,GROOVY
dodocat/AndroidSigning,GROOVY
hauner/grails-cucumber,GROOVY
mstein/elasticsearch-grails-plugin,GROOVY
JumeiRdGroup/Speedup,GROOVY
marcingrzejszczak/jsonassert,GROOVY
ysb33r/groovy-vfs,GROOVY
oschwengers/asap,GROOVY
markus-li/Hubitat,GROOVY
bitsmuggler/arc42-c4-software-architecture-documentation-example,GROOVY
jlstrater/groovy-spring-boot-restdocs-example,GROOVY
g0t4/course-jenkins-getting-started,GROOVY
guicamest/assetfilegenerator,GROOVY
palantir/gradle-processors,GROOVY
LXXero/DSCAlarm,GROOVY
dkilgore90/google-sdm-api,GROOVY
paulsheldon/SmartThings-PS,GROOVY
cnumr/ecoCode,GROOVY
agorapulse/grails-aws-sdk,GROOVY
AdobeDocs/experience-manager-65.en,GROOVY
invertase/react-native-gradle-plugin,GROOVY
cxyxlxdm/consuming-collector,GROOVY
schwark/smartthings-alarmcom,GROOVY
marc0der/gradle-spawn-plugin,GROOVY
sangmingming/gradle-fir-plugin,GROOVY
grails-plugins/grails-resources,GROOVY
ballerina-platform/plugin-gradle,GROOVY
Aaron1989/jenkins-groovy,GROOVY
samrocketman/nexus3-config-as-code,GROOVY
nebolsin/grails-quartz,GROOVY
geb/geb-example-grails,GROOVY
IoTBench/IoTBench-test-suite,GROOVY
Accenture/adop-platform-management,GROOVY
TYPO3-infrastructure/jenkins-pipeline-global-library-chefci,GROOVY
olsh/datagrip-poco-generator,GROOVY
mozart-analytics/sqsd,GROOVY
inloop/easyrelease,GROOVY
robfletcher/gradle-compass,GROOVY
AnalogJ/you-dont-know-jenkins-init,GROOVY
f2prateek/gradle-android-javafmt-plugin,GROOVY
tslagle13/SmartThingsPersonal,GROOVY
Botched1/Hubitat,GROOVY
Accenture/adop-cartridge-java,GROOVY
bluesliverx/grails-spring-security-oauth2-provider,GROOVY
SwiftAndroid/swift-android-gradle,GROOVY
ethankhall/AndroidComplexBuild,GROOVY
heruoxin/Robfuscate,GROOVY
OpusCapita/weceem-plugin,GROOVY
mark-vieira/gradle-maven-settings-plugin,GROOVY
sunfusheng/DroidSmall,GROOVY
mrhaki/Groovy-Goodness-Notebook,GROOVY
TouK/excel-export,GROOVY
nebula-plugins/nebula-kotlin-plugin,GROOVY
yangxlei/metis,GROOVY
valkolovos/gradle_cobertura,GROOVY
DaveGut/HubitatActive,GROOVY
jaegertracing/jaeger-openshift,GROOVY
lizhangqu/plugin-veridex,GROOVY
spring-attic/spring-integration-dsl-groovy,GROOVY
Swagger2Markup/swagger2markup-gradle-plugin,GROOVY
cckevincyh/CIYOU,GROOVY
trishagee/cafelito,GROOVY
yanbober/app-tiny-R-gradle-plugin,GROOVY
lizhangqu/AndroidGradlePluginCompat,GROOVY
kelloggm/checkerframework-gradle-plugin,GROOVY
marcingrzejszczak/spock-subjects-collaborators-extension,GROOVY
InovelliUSA/SmartThingsInovelli,GROOVY
bboylin/FatJar,GROOVY
grails/grails-views,GROOVY
eliranshani/selenium-docker-allure,GROOVY
mini2Dx/parcl,GROOVY
redhat-cop/pipeline-library,GROOVY
mbudnek/google-home-hubitat-community,GROOVY
stianh/gradle-release-plugin,GROOVY
hoto/jenkins-shared-library,GROOVY
bpdp/vim-java,GROOVY
jason0x43/hubitat,GROOVY
tomasaxerot/SmartThings,GROOVY
pizug/cpi-groovy-examples,GROOVY
jmeter-gradle-plugin/jmeter-gradle-plugin,GROOVY
NextCenturyCorporation/neon,GROOVY
croz-ltd/klokwrk-project,GROOVY
spring-attic/propdeps-plugin,GROOVY
chalup/proguard-please,GROOVY
vfarcic/jenkins-shared-libraries,GROOVY
kdabir/glide,GROOVY
OpusCapita/weceem-app,GROOVY
renatoathaydes/osgi-run,GROOVY
plantuml-stdlib/gilbarbara-plantuml-sprites,GROOVY
dmolchanenko/LookingGlass,GROOVY
kousen/IntroGroovy,GROOVY
project802/smartthings,GROOVY
lhotari/jfr-report-tool,GROOVY
restfulapi/restful-api,GROOVY
JakeWharton/ActionBarSherlock-Gradle-Sample,GROOVY
vishesh04/Filesutra,GROOVY
evgeny-goldin/maven-plugins,GROOVY
apex-enterprise-patterns/fflib-apex-common,APEX
kevinohara80/sfdc-trigger-framework,APEX
trailheadapps/apex-recipes,APEX
SFDO-Community/declarative-lookup-rollup-summaries,APEX
certinia/apex-mdapi,APEX
SalesforceFoundation/NPSP,APEX
alexed1/LightningFlowComponents,APEX
jongpie/NebulaLogger,APEX
mitchspano/apex-trigger-actions-framework,APEX
apex-enterprise-patterns/fflib-apex-mocks,APEX
trailheadapps/automation-components,APEX
ipavlic/apex-fp,APEX
sfdx-mass-action-scheduler/sfdx-mass-action-scheduler,APEX
mbotos/SmartFactory-for-Force.com,APEX
dhoechst/Salesforce-Test-Factory,APEX
apex-enterprise-patterns/force-di,APEX
SalesforceFoundation/EDA,APEX
SalesforceLabs/Milestones-PM,APEX
benahm/TestDataFactory,APEX
choudharymanish8585/Apex-Development-Course,APEX
developerforce/trailhead-code-samples,APEX
apex-enterprise-patterns/fflib-apex-common-samplecode,APEX
trailheadapps/dreamhouse-sfdx,APEX
twilio/twilio-salesforce,APEX
jamessimone/apex-rollup,APEX
rsoesemann/apex-unified-logging,APEX
forcedotcom/CustomMetadataLoader,APEX
abhinavguptas/Salesforce-Lookup-Rollup-Summaries,APEX
j-fischer/rflib,APEX
PropicSignifi/Query.apex,APEX
apexfarm/ApexTestKit,APEX
pdalcol/Zippex,APEX
afawcett/apex-toolingapi,APEX
rsoesemann/visualforce-table-grid,APEX
forcedotcom/force-dot-com-esapi,APEX
SalesforceLabs/EnhancedLightningGrid,APEX
forcedotcom/sfdx-simple,APEX
open-force/jsonparse,APEX
certinia/df12-apex-enterprise-patterns,APEX
Forceea/Forceea-data-factory,APEX
apex-enterprise-patterns/at4dx,APEX
certinia/df12-deployment-tools,APEX
SCWells72/sirono-common,APEX
sconnock/sc-trailheadlive,APEX
forcedotcom/sfdx-travisci,APEX
developerforce/quiz-host-app,APEX
metadaddy/Visualforce-Multiselect-Picklist,APEX
bluewolf-beyond/selector,APEX
rsoesemann/apex-domainbuilder,APEX
PropicSignifi/R.apex,APEX
forcedotcom/ConnectApiHelper,APEX
muenzpraeger/salesforce-einstein-platform-apex,APEX
patronmanager/apex-dml-manager,APEX
mbotos/Automated-Testing-for-Force.com,APEX
SalesforceFoundation/Volunteers-for-Salesforce,APEX
codefriar/promise,APEX
callawaycloud/apex-rest-route,APEX
mattandneil/aws-sdk,APEX
SalesforceLabs/survey-force,APEX
Coding-With-The-Force/Salesforce-Separation-Of-Concerns-And-The-Apex-Common-Library,APEX
mshanemc/processBuilderBlocks,APEX
bobalicious/amoss,APEX
salesforce/apex-mockery,APEX
douglascayers/sfdc-convert-attachments-to-chatter-files,APEX
mattaddy/SObjectFabricator,APEX
SalesforceFoundation/visualforce-typeahead,APEX
trailheadapps/purealoe,APEX
douglascayers/sfdc-related-files-lightning,APEX
afawcett/eventlogging,APEX
forcedotcom/cinnamon,APEX
dhoechst/salesforce-limit-monitor,APEX
certinia/ffhttp-core,APEX
jongpie/ApexUUID,APEX
forcedotcom/WSDL2Apex,APEX
surajp/universalmock,APEX
danieljpeter/HyperBatch,APEX
codefriar/ApexKit,APEX
kevinohara80/Force.com-Helper-Classes,APEX
rahulmalhotra/HTTPCalloutFramework,APEX
pkozuchowski/Apex-Opensource-Library,APEX
jamessimone/apex-mocks-stress-test,APEX
mattandneil/streams,APEX
scottbcovert/Centralized-Salesforce-Dev-Framework,APEX
tehnrd/sObject-Remote,APEX
jamessimone/apex-dml-mocking,APEX
cirruspath/stripeforce,APEX
LawrenceLoz/FormulaShare-DX,APEX
rsoesemann/sobject-work-queue,APEX
GSA/sf-sandbox-post-copy,APEX
skolakan/Apex-XML-Serializer,APEX
